fecha,evaporación,radiación
2020-07-23,2.0,8.1
2020-07-24,1.5,12.3
2020-07-25,2.4,11.2
2020-07-26,2.8,14.7
2020-07-27,6.1,16.2
2020-07-28,2.5,16.9
2020-07-29,3.5,17.0
2020-07-30,3.8,17.0
2020-07-31,2.3,15.8
2020-08-01,2.9,14.7
2020-08-02,2.9,12.7
2020-08-03,2.8,10.9
2020-08-04,2.8,16.1
2020-08-05,3.8,17.3
2020-08-06,3.1,17.7
2020-08-07,1.0,7.1
2020-08-08,3.9,8.8
2020-08-09,3.8,18.1
2020-08-10,4.0,17.8
2020-08-11,3.1,18.4
2020-08-12,4.4,18.1
2020-08-13,3.5,18.5
2020-08-14,5.3,18.6
2020-08-15,5.3,16.5
2020-08-16,4.9,18.9
2020-08-17,4.1,19.1
2020-08-18,4.2,19.1
2020-08-19,6.2,19.2
2020-08-20,7.0,19.3
2020-08-21,5.6,19.4
2020-08-22,7.0,19.5
2020-08-23,5.2,19.6
2020-08-24,4.0,19.8
2020-08-25,4.4,19.8
2020-08-26,2.9,18.6
2020-08-27,3.4,16.7
2020-08-28,5.2,20.2
2020-08-29,5.1,20.1
2020-08-30,4.1,14.6
2020-08-31,4.6,19.0
2020-09-01,5.1,20.0
2020-09-02,3.5,17.6
2020-09-03,4.4,13.0
2020-09-04,3.7,19.9
2020-09-05,4.6,20.0
2020-09-06,4.2,15.8
2020-09-07,4.5,16.2
2020-09-08,3.9,14.3
2020-09-09,7.9,16.7
2020-09-10,4.0,20.5
2020-09-11,3.5,10.6
2020-09-12,5.0,16.7
2020-09-13,4.7,18.5
2020-09-14,4.7,21.5
2020-09-15,6.3,22.3
2020-09-16,4.6,14.3
2020-09-17,4.9,21.7
2020-09-18,4.3,17.7
2020-09-19,5.8,18.9
2020-09-20,4.4,19.8
2020-09-21,4.8,22.2
2020-09-22,7.9,21.0
2020-09-23,2.6,15.6
2020-09-24,6.0,21.1
2020-09-25,7.7,22.5
2020-09-26,7.5,24.1
2020-09-27,6.0,24.3
2020-09-28,6.3,23.2
2020-09-29,5.4,21.2
2020-09-30,4.2,19.3
2020-10-01,5.9,23.9
2020-10-02,6.4,24.6
2020-10-03,9.8,24.9
2020-10-04,5.9,22.6
2020-10-05,6.2,24.5
2020-10-06,6.2,19.7
2020-10-07,7.9,23.8
2020-10-08,7.3,25.1
2020-10-09,8.5,26.0
2020-10-10,8.0,23.3
2020-10-11,7.0,22.9
2020-10-12,7.6,21.9
2020-10-13,7.5,25.7
2020-10-14,5.9,21.6
2020-10-15,7.2,26.3
2020-10-16,7.4,26.0
2020-10-17,7.7,25.6
2020-10-18,7.7,24.4
2020-10-19,7.9,24.5
2020-10-20,7.1,17.3
2020-10-21,3.7,20.5
2020-10-22,7.2,20.9
2020-10-23,6.3,24.1
2020-10-24,2.7,18.0
2020-10-25,3.8,14.4
2020-10-26,5.1,22.7
2020-10-27,3.1,10.7
2020-10-28,4.4,13.7
2020-10-29,6.5,26.9
2020-10-30,7.9,28.6
2020-10-31,7.2,28.3
2020-11-01,8.4,28.4
2020-11-02,7.0,26.2
2020-11-03,6.8,23.7
2020-11-04,5.9,26.2
2020-11-05,9.2,29.1
2020-11-06,8.1,29.1
2020-11-07,6.7,22.3
2020-11-08,5.8,23.7
2020-11-09,10.1,22.1
2020-11-10,7.6,29.0
2020-11-11,7.3,27.7
2020-11-12,6.6,28.5
2020-11-13,5.3,27.7
2020-11-14,7.3,28.7
2020-11-15,17.8,27.5
2020-11-16,8.3,26.8
2020-11-17,8.2,29.6
2020-11-18,7.0,14.3
2020-11-19,19.3,26.2
2020-11-20,8.7,27.4
2020-11-21,9.4,29.1
2020-11-22,8.6,27.6
2020-11-23,7.6,30.3
2020-11-24,7.7,26.8
2020-11-25,6.4,23.3
2020-11-26,5.6,25.7
2020-11-27,10.3,26.9
2020-11-28,8.9,30.4
2020-11-29,9.5,30.0
2020-11-30,8.8,30.3
2020-12-01,8.0,29.3
2020-12-02,7.4,21.3
2020-12-03,8.2,27.2
2020-12-04,8.6,27.1
2020-12-05,11.2,30.6
2020-12-06,10.8,29.6
2020-12-07,8.4,30.6
2020-12-08,5.1,12.5
2020-12-09,7.2,24.8
2020-12-10,8.2,29.1
2020-12-11,4.5,20.7
2020-12-12,5.5,25.2
2020-12-13,2.5,11.2
2020-12-14,5.5,12.4
2020-12-15,5.0,29.1
2020-12-16,6.9,27.7
2020-12-17,7.0,26.4
2020-12-18,7.9,25.0
2020-12-19,7.8,28.7
2020-12-20,8.3,29.3
2020-12-21,8.6,29.5
2020-12-22,8.3,25.1
2020-12-23,7.6,22.0
2020-12-24,7.4,25.0
2020-12-25,3.5,10.2
2020-12-26,5.0,30.8
2020-12-27,6.5,27.3
2020-12-28,5.5,30.1
2020-12-29,4.8,14.2
2020-12-30,1.7,2.8
2020-12-31,3.8,24.5
