fecha,t_min,t_max,hr_t_min,hr_t_max
2021-06-03,14.6,25.8,100.0,54.2
2021-06-04,16.2,20.7,84.8,63.9
2021-06-05,10.3,22.6,87.9,40.1
2021-06-06,9.7,23.5,85.6,35.6
2021-06-07,11.0,23.9,97.6,43.2
2021-06-08,12.6,24.1,100.0,52.3
2021-06-09,14.3,20.1,92.7,64.2
2021-06-10,3.9,19.1,100.0,37.1
2021-06-11,5.6,20.6,74.8,28.0
2021-06-12,3.7,23.4,100.0,32.7
2021-06-13,4.8,24.8,100.0,28.4
2021-06-14,10.7,21.2,100.0,54.0
2021-06-15,14.1,26.0,100.0,59.5
2021-06-16,14.7,21.2,100.0,73.5
2021-06-17,16.1,26.3,100.0,65.2
2021-06-18,9.5,22.9,78.4,33.3
2021-06-19,8.7,20.4,75.6,35.5
2021-06-20,9.9,22.1,79.6,36.5
2021-06-21,10.4,23.3,98.4,43.4
2021-06-22,10.6,23.5,100.0,47.3
2021-06-23,13.1,24.0,100.0,51.0
2021-06-24,15.9,24.6,92.5,54.0
2021-06-25,15.3,24.1,100.0,66.6
2021-06-26,18.1,20.1,98.3,86.7
2021-06-27,12.8,18.8,93.4,63.6
2021-06-28,12.8,23.0,86.6,45.6
2021-06-29,13.4,23.2,91.1,49.3
2021-06-30,13.8,22.5,100.0,62.8
2021-07-01,14.1,24.2,100.0,56.3
2021-07-02,17.0,23.1,100.0,71.8
2021-07-03,16.5,19.4,100.0,87.0
2021-07-04,15.4,22.9,94.4,59.1
2021-07-05,11.6,21.5,71.8,38.2
2021-07-06,8.8,20.3,83.0,39.5
2021-07-07,10.4,22.7,96.8,44.2
2021-07-08,14.1,22.9,92.0,53.0
2021-07-09,14.4,24.0,100.0,69.1
2021-07-10,11.2,20.9,64.7,34.8
2021-07-11,9.2,22.1,89.4,39.1
2021-07-12,12.1,21.6,95.0,52.0
2021-07-13,11.5,22.9,100.0,55.5
2021-07-14,11.4,23.5,100.0,57.7
2021-07-15,15.6,25.8,100.0,58.1
2021-07-16,19.0,26.8,97.9,61.0
2021-07-17,11.4,22.8,63.1,30.6
2021-07-18,9.4,21.0,68.7,32.6
2021-07-19,6.3,22.1,100.0,36.1
2021-07-20,7.2,22.1,84.7,32.3
2021-07-21,7.2,18.4,79.8,38.3
2021-07-22,5.3,20.2,91.0,34.2
2021-07-23,7.2,22.7,100.0,52.9
2021-07-24,16.1,25.9,100.0,56.9
2021-07-25,9.8,23.5,77.6,32.5
2021-07-26,8.5,22.9,68.5,27.2
2021-07-27,7.5,23.9,100.0,40.1
2021-07-28,11.4,25.5,100.0,48.1
2021-07-29,13.8,26.9,100.0,59.0
2021-07-30,10.4,23.4,88.1,38.6
2021-07-31,10.8,23.9,100.0,49.9
2021-08-01,12.4,25.5,100.0,54.6
2021-08-02,15.9,27.5,100.0,53.9
2021-08-03,15.6,26.1,100.0,57.1
2021-08-04,15.1,22.2,46.1,29.5
2021-08-05,8.3,21.7,74.0,31.2
2021-08-06,7.4,22.9,93.3,34.4
2021-08-07,8.6,24.3,100.0,40.2
2021-08-08,9.0,24.2,96.8,36.8
2021-08-09,12.5,22.5,100.0,57.6
2021-08-10,14.3,23.2,94.5,54.2
2021-08-11,12.8,23.7,100.0,56.0
2021-08-12,13.3,24.7,100.0,56.9
2021-08-13,12.5,25.1,100.0,58.1
2021-08-14,13.1,25.1,100.0,53.4
2021-08-15,13.3,25.3,100.0,53.4
2021-08-16,12.9,26.4,100.0,50.0
2021-08-17,11.9,25.6,67.5,28.6
2021-08-18,11.3,24.1,92.7,41.3
2021-08-19,12.6,24.1,100.0,50.0
2021-08-20,13.6,25.5,100.0,50.3
2021-08-21,11.7,26.8,100.0,55.9
2021-08-22,11.9,25.9,100.0,55.1
2021-08-23,12.7,25.2,100.0,56.5
2021-08-24,17.3,24.8,96.8,61.0
2021-08-25,7.3,21.9,67.5,26.3
2021-08-26,7.9,23.5,76.1,28.0
2021-08-27,5.7,24.8,84.1,24.6
2021-08-28,9.7,26.2,100.0,47.3
2021-08-29,14.2,26.2,100.0,55.9
2021-08-30,14.1,28.2,100.0,52.0
2021-08-31,18.0,23.5,92.6,66.0
2021-09-01,11.8,27.7,100.0,54.4
2021-09-02,15.4,24.9,94.4,52.4
2021-09-03,14.5,24.7,100.0,57.2
2021-09-04,13.6,26.2,100.0,51.2
2021-09-05,13.1,26.3,100.0,52.0
2021-09-06,12.9,25.0,59.2,27.8
2021-09-07,11.5,25.0,76.7,32.8
2021-09-08,10.9,25.1,91.3,37.4
2021-09-09,11.6,24.9,90.1,39.1
2021-09-10,11.2,26.5,100.0,46.2
2021-09-11,10.2,25.5,100.0,44.8
2021-09-12,13.2,26.7,93.0,40.3
2021-09-13,18.3,28.3,86.6,47.3
2021-09-14,14.8,25.1,53.5,28.3
2021-09-15,9.3,24.8,72.6,27.2
2021-09-16,10.6,25.3,100.0,42.5
2021-09-17,12.8,25.3,96.8,44.4
2021-09-18,12.6,25.8,85.7,37.6
2021-09-19,13.1,27.3,100.0,42.7
2021-09-20,15.5,26.8,97.2,48.5
2021-09-21,17.6,26.7,68.6,39.4
2021-09-22,9.7,24.4,54.0,21.3
2021-09-23,11.6,25.3,90.8,38.5
2021-09-24,11.8,26.6,100.0,41.6
2021-09-25,13.0,29.0,100.0,37.5
2021-09-26,14.3,28.1,100.0,42.9
2021-09-27,18.1,24.4,88.2,59.9
2021-09-28,17.5,23.0,72.5,51.6
2021-09-29,16.8,24.5,75.3,46.8
2021-09-30,18.6,27.8,85.4,49.0
2021-10-01,16.8,25.1,100.0,66.2
2021-10-02,14.4,29.7,100.0,43.4
2021-10-03,15.1,29.3,100.0,48.8
2021-10-04,19.6,29.5,100.0,56.8
2021-10-05,19.5,31.8,43.7,21.1
2021-10-06,11.7,28.3,56.0,20.0
2021-10-07,13.0,27.4,100.0,46.6
2021-10-08,15.8,28.4,100.0,48.9
2021-10-09,16.8,28.1,98.8,49.7
2021-10-10,19.0,28.0,83.8,48.7
2021-10-11,17.7,28.4,84.5,44.2
2021-10-12,20.3,27.5,84.8,55.0
2021-10-13,18.7,26.8,97.4,59.6
2021-10-14,21.3,29.1,91.2,57.3
2021-10-15,22.7,28.5,100.0,71.5
2021-10-16,17.0,30.1,44.4,20.2
2021-10-17,14.3,29.9,79.8,30.8
2021-10-18,19.9,25.8,94.3,65.9
2021-10-19,15.0,27.4,100.0,49.1
2021-10-20,17.2,28.3,95.3,48.6
2021-10-21,14.9,28.2,100.0,51.8
2021-10-22,22.4,29.8,87.2,56.3
2021-10-23,22.8,30.8,89.0,55.6
2021-10-24,21.5,34.2,70.2,33.5
2021-10-25,22.2,30.2,90.1,56.2
2021-10-26,20.0,28.5,100.0,63.0
2021-10-27,19.1,29.4,98.6,53.2
2021-10-28,21.8,29.5,86.2,54.6
2021-10-29,21.8,29.5,84.3,53.4
2021-10-30,23.3,31.6,86.4,53.1
2021-10-31,22.9,29.2,84.9,58.5
2021-11-01,18.0,26.7,80.0,47.1
2021-11-02,17.9,27.7,81.5,45.0
2021-11-03,17.7,27.1,75.1,42.4
2021-11-04,15.9,27.7,89.7,43.6
2021-11-05,16.1,27.8,98.4,48.2
2021-11-06,17.4,28.6,100.0,52.9
2021-11-07,20.4,28.9,99.8,60.0
2021-11-08,21.3,27.9,97.2,65.5
2021-11-09,22.5,29.0,100.0,68.4
2021-11-10,22.2,29.6,88.2,56.9
2021-11-11,24.4,30.3,92.6,65.6
2021-11-12,23.0,29.7,100.0,71.7
2021-11-13,19.0,27.9,53.7,31.4
2021-11-14,14.1,27.8,54.1,23.3
2021-11-15,17.4,30.3,84.1,38.7
2021-11-16,18.9,30.2,95.3,48.5
2021-11-17,18.9,29.7,97.6,51.1
2021-11-18,19.4,27.4,91.5,56.5
2021-11-19,17.5,28.7,88.6,45.0
2021-11-20,18.3,28.8,97.0,51.5
2021-11-21,18.1,28.5,99.2,52.9
2021-11-22,21.0,25.8,90.5,67.8
2021-11-23,17.9,27.5,100.0,63.8
2021-11-24,20.5,28.9,100.0,66.3
2021-11-25,22.7,27.6,97.2,72.6
2021-11-26,21.3,28.1,100.0,74.2
2021-11-27,23.5,29.6,96.0,67.0
2021-11-28,22.2,27.4,95.7,70.2
2021-11-29,21.5,27.8,100.0,75.0
2021-11-30,22.1,28.8,99.7,66.9
2021-12-01,23.2,30.1,99.6,66.3
2021-12-02,21.9,30.5,100.0,60.5
2021-12-03,21.8,31.2,96.5,55.5
2021-12-04,21.1,30.6,89.2,50.8
2021-12-05,20.2,29.3,99.3,57.7
2021-12-06,20.5,28.8,94.2,57.3
2021-12-07,20.6,30.7,98.5,54.1
2021-12-08,22.1,30.6,92.5,56.0
2021-12-09,22.2,31.6,100.0,57.9
2021-12-10,23.6,31.5,88.3,55.6
2021-12-11,21.1,31.3,74.4,40.7
2021-12-12,21.3,30.5,83.7,48.6
2021-12-13,20.3,30.0,91.6,51.4
2021-12-14,20.6,30.3,77.5,43.6
2021-12-15,19.4,30.2,83.5,43.8
2021-12-16,19.3,31.4,95.2,46.3
2021-12-17,20.2,30.2,90.4,49.9
2021-12-18,20.6,30.5,84.1,46.7
2021-12-19,19.6,30.5,98.3,51.3
2021-12-20,21.1,31.8,89.2,47.4
2021-12-21,21.1,32.0,91.2,48.0
2021-12-22,19.9,31.4,95.6,48.3
2021-12-23,19.7,32.5,91.5,42.9
2021-12-24,23.1,32.8,82.5,46.8
2021-12-25,22.6,29.9,97.8,63.5
2021-12-26,21.6,30.2,100.0,60.8
2021-12-27,22.2,26.6,96.8,74.4
2021-12-28,20.9,28.7,96.7,60.7
2021-12-29,19.5,28.4,93.6,54.8
2021-12-30,20.1,28.1,83.8,51.8
2021-12-31,21.1,28.4,81.6,52.7
