fecha,t_min,t_max,hr_t_min,hr_t_max
2019-03-07,23.3,32.1,99.7,59.6
2019-03-08,22.3,30.3,97.3,60.7
2019-03-09,21.8,31.1,98.8,57.1
2019-03-10,20.0,32.0,100.0,54.1
2019-03-11,22.8,32.7,95.5,53.6
2019-03-12,24.4,33.7,90.0,52.6
2019-03-13,20.8,34.4,87.2,39.3
2019-03-14,22.9,32.4,100.0,58.2
2019-03-15,23.8,32.9,97.0,57.2
2019-03-16,21.0,29.5,100.0,61.6
2019-03-17,21.6,31.0,99.7,57.2
2019-03-18,21.6,31.7,100.0,56.7
2019-03-19,21.1,32.3,100.0,54.2
2019-03-20,22.0,32.9,100.0,53.8
2019-03-21,21.5,32.4,100.0,54.5
2019-03-22,21.9,32.2,100.0,56.1
2019-03-23,21.2,32.3,100.0,54.2
2019-03-24,21.0,33.1,99.8,49.0
2019-03-25,21.3,32.5,100.0,52.3
2019-03-26,21.5,32.8,100.0,52.1
2019-03-27,22.9,30.2,99.6,64.8
2019-03-28,21.0,27.2,100.0,69.6
2019-03-29,20.9,29.1,100.0,67.0
2019-03-30,22.9,30.9,99.2,62.0
2019-03-31,18.9,28.3,64.1,36.4
2019-04-01,16.7,27.9,90.5,45.8
2019-04-02,18.1,28.4,90.6,48.6
2019-04-03,19.6,28.3,94.7,56.2
2019-04-04,18.6,28.9,94.8,51.0
2019-04-05,18.0,28.3,95.5,51.2
2019-04-06,17.7,28.9,97.3,49.5
2019-04-07,17.8,28.9,96.2,49.2
2019-04-08,17.1,29.4,100.0,48.8
2019-04-09,17.5,29.5,100.0,48.8
2019-04-10,17.2,31.2,100.0,45.3
2019-04-11,19.5,28.4,86.5,50.7
2019-04-12,17.4,28.4,89.1,45.8
2019-04-13,16.8,28.4,93.6,46.3
2019-04-14,16.5,27.4,88.0,45.2
2019-04-15,16.9,28.0,94.1,47.9
2019-04-16,17.3,27.9,97.8,51.4
2019-04-17,17.5,28.5,96.6,49.6
2019-04-18,17.6,29.1,99.4,49.6
2019-04-19,18.3,29.3,99.9,51.5
2019-04-20,20.0,28.4,100.0,64.1
2019-04-21,21.0,28.2,94.9,61.7
2019-04-22,19.0,28.1,100.0,59.5
2019-04-23,20.3,27.9,100.0,67.9
2019-04-24,19.3,27.9,93.4,55.6
2019-04-25,19.9,27.5,93.4,59.1
2019-04-26,19.8,23.3,100.0,82.5
2019-04-27,18.2,28.7,100.0,55.9
2019-04-28,18.6,27.6,100.0,58.2
2019-04-29,16.7,27.0,100.0,56.9
2019-04-30,16.7,26.7,100.0,57.7
2019-05-01,19.0,26.8,100.0,67.0
2019-05-02,18.9,27.1,100.0,63.3
2019-05-03,18.8,26.8,95.0,58.5
2019-05-04,19.9,23.7,98.6,78.2
2019-05-05,13.5,24.9,86.7,42.6
2019-05-06,12.5,25.1,80.8,36.7
2019-05-07,12.2,26.2,100.0,41.8
2019-05-08,13.7,27.3,100.0,51.0
2019-05-09,13.8,26.4,100.0,51.4
2019-05-10,17.8,28.6,100.0,53.7
2019-05-11,13.8,22.8,49.5,28.1
2019-05-12,10.5,25.2,85.1,33.7
2019-05-13,16.4,26.2,95.5,52.3
2019-05-14,16.8,26.6,100.0,58.6
2019-05-15,17.3,25.9,100.0,60.2
2019-05-16,17.3,26.0,100.0,58.9
2019-05-17,17.2,24.9,100.0,62.6
2019-05-18,15.4,26.0,100.0,53.0
2019-05-19,15.9,25.5,99.7,55.2
2019-05-20,15.4,25.2,100.0,58.4
2019-05-21,15.8,25.9,100.0,56.0
2019-05-22,16.1,26.0,98.4,53.6
2019-05-23,16.8,25.7,97.3,56.3
2019-05-24,15.5,25.7,100.0,55.1
2019-05-25,14.9,25.5,100.0,56.4
2019-05-26,16.1,26.2,100.0,57.6
2019-05-27,12.7,27.6,100.0,46.9
2019-05-28,11.0,23.7,66.3,29.7
2019-05-29,5.9,23.2,92.7,30.3
2019-05-30,8.4,24.7,89.9,31.8
2019-05-31,10.1,20.4,47.8,24.6
2019-06-01,8.3,22.9,66.7,26.2
2019-06-02,14.5,21.7,100.0,67.1
2019-06-03,15.0,23.0,100.0,62.0
2019-06-04,9.2,19.2,58.5,30.6
2019-06-05,9.8,21.2,76.0,36.6
2019-06-06,11.4,21.4,83.9,44.4
2019-06-07,13.2,23.3,94.3,50.0
2019-06-08,15.4,20.8,93.8,66.8
2019-06-09,14.4,24.4,100.0,59.6
2019-06-10,13.9,24.6,100.0,57.9
2019-06-11,13.3,25.5,100.0,57.9
2019-06-12,14.2,25.1,100.0,57.4
2019-06-13,14.5,25.2,100.0,54.9
2019-06-14,12.0,26.1,100.0,55.3
2019-06-15,12.9,26.7,100.0,52.5
2019-06-16,15.1,25.9,100.0,62.6
2019-06-17,14.9,23.9,85.0,48.6
2019-06-18,8.0,22.7,84.0,32.6
2019-06-19,7.7,23.8,94.3,33.6
2019-06-20,9.1,20.8,100.0,50.5
2019-06-21,14.7,23.0,62.2,37.0
2019-06-22,7.4,22.6,78.7,29.6
2019-06-23,10.9,22.6,85.2,40.5
2019-06-24,12.1,22.3,87.9,46.1
2019-06-25,8.9,21.7,100.0,48.2
2019-06-26,14.8,19.9,100.0,76.2
2019-06-27,15.8,23.6,99.8,61.5
2019-06-28,13.3,23.2,100.0,57.3
2019-06-29,13.6,24.3,100.0,55.0
2019-06-30,14.1,24.8,100.0,55.6
2019-07-01,12.5,24.8,100.0,53.7
2019-07-02,14.1,24.2,100.0,59.6
2019-07-03,13.4,24.2,100.0,51.3
2019-07-04,15.3,24.6,88.6,49.8
2019-07-05,16.1,21.5,90.2,64.4
2019-07-06,16.6,23.2,92.2,61.2
2019-07-07,14.8,23.3,100.0,66.8
2019-07-08,13.7,23.4,95.7,52.1
2019-07-09,11.2,24.4,100.0,51.1
2019-07-10,12.2,24.2,100.0,50.7
2019-07-11,15.1,25.5,96.2,50.6
2019-07-12,7.8,26.4,87.0,26.7
2019-07-13,8.4,25.9,92.6,30.5
2019-07-14,9.2,20.2,49.0,24.1
2019-07-15,5.5,21.4,65.4,23.2
2019-07-16,8.4,23.1,73.5,28.7
2019-07-17,7.9,23.4,80.8,29.9
2019-07-18,7.5,23.0,81.1,29.9
2019-07-19,7.2,22.7,73.9,27.2
2019-07-20,7.8,23.2,100.0,41.5
2019-07-21,9.6,23.4,100.0,45.9
2019-07-22,10.8,24.2,100.0,52.7
2019-07-23,9.7,26.1,100.0,47.3
2019-07-24,9.4,26.6,100.0,41.9
2019-07-25,7.4,24.7,87.5,28.9
2019-07-26,11.7,24.5,100.0,52.7
2019-07-27,10.7,25.3,100.0,50.9
2019-07-28,10.2,26.3,100.0,42.4
2019-07-29,11.0,25.2,100.0,50.9
2019-07-30,10.5,25.1,100.0,51.5
2019-07-31,12.8,24.0,100.0,52.0
2019-08-01,13.4,23.2,87.9,47.5
2019-08-02,12.0,23.8,97.0,46.1
2019-08-03,11.9,23.6,99.8,47.7
2019-08-04,10.3,24.6,100.0,45.3
2019-08-05,9.9,23.7,100.0,44.0
2019-08-06,11.5,23.8,100.0,47.5
2019-08-07,15.3,22.4,95.5,61.3
2019-08-08,14.3,27.5,100.0,47.4
2019-08-09,10.7,27.3,59.1,20.9
2019-08-10,9.6,25.2,55.2,20.6
2019-08-11,8.0,22.0,44.8,18.2
2019-08-12,6.2,21.7,67.5,24.7
2019-08-13,6.1,23.3,92.5,30.4
2019-08-14,13.7,24.5,91.9,46.8
2019-08-15,11.2,24.2,100.0,44.7
2019-08-16,9.2,24.8,100.0,42.8
2019-08-17,8.9,26.5,100.0,36.4
2019-08-18,9.3,26.6,100.0,43.9
2019-08-19,11.3,27.2,100.0,45.5
2019-08-20,10.3,23.1,39.9,17.7
2019-08-21,6.5,26.1,62.0,17.7
2019-08-22,9.3,26.7,65.8,22.0
2019-08-23,13.2,23.5,87.0,45.6
2019-08-24,10.9,23.3,100.0,50.4
2019-08-25,9.3,24.9,100.0,48.9
2019-08-26,10.1,26.9,100.0,42.0
2019-08-27,12.3,26.1,100.0,54.1
2019-08-28,11.9,26.2,100.0,51.2
2019-08-29,13.2,27.3,100.0,44.9
2019-08-30,13.6,25.8,85.4,40.0
2019-08-31,13.7,25.1,97.7,48.0
2019-09-01,11.7,26.7,100.0,40.8
2019-09-02,9.9,28.5,100.0,39.1
2019-09-03,10.9,30.1,39.9,12.2
2019-09-04,9.6,33.2,84.5,19.9
2019-09-05,10.2,33.4,68.3,16.5
2019-09-06,14.5,32.0,77.6,26.9
2019-09-07,13.4,28.1,50.8,20.5
2019-09-08,9.3,26.6,42.7,14.4
2019-09-09,11.3,26.2,48.6,19.1
2019-09-10,11.1,24.0,37.9,16.8
2019-09-11,11.1,24.4,93.9,40.6
2019-09-12,11.4,25.1,96.5,40.8
2019-09-13,10.1,30.1,100.0,36.8
2019-09-14,9.8,28.5,100.0,38.0
2019-09-15,10.2,26.4,100.0,52.6
2019-09-16,10.9,25.9,100.0,48.5
2019-09-17,14.1,27.4,97.6,43.0
2019-09-18,16.1,27.4,88.6,44.4
2019-09-19,15.4,27.8,100.0,47.4
2019-09-20,15.2,27.1,99.6,48.0
2019-09-21,15.4,27.1,98.9,48.2
2019-09-22,14.9,27.8,94.5,42.8
2019-09-23,15.1,28.5,100.0,49.6
2019-09-24,15.8,28.2,93.6,43.9
2019-09-25,16.7,27.9,100.0,53.0
2019-09-26,15.6,26.8,92.0,46.3
2019-09-27,14.0,27.6,97.7,42.3
2019-09-28,16.6,28.2,92.2,45.5
2019-09-29,17.2,31.1,100.0,44.3
2019-09-30,18.8,30.0,95.9,49.0
2019-10-01,18.9,26.3,84.3,53.8
2019-10-02,16.5,25.4,87.4,50.6
2019-10-03,13.6,25.6,85.4,40.5
2019-10-04,12.6,26.1,91.2,39.3
2019-10-05,12.5,28.5,100.0,39.6
2019-10-06,15.3,28.6,96.7,42.9
2019-10-07,17.4,30.3,100.0,48.2
2019-10-08,20.6,29.9,94.0,54.0
2019-10-09,19.1,28.9,74.7,41.4
2019-10-10,17.1,27.1,73.4,39.9
2019-10-11,15.4,24.9,91.5,50.8
2019-10-12,15.4,25.0,94.9,52.4
2019-10-13,13.2,28.4,100.0,43.4
2019-10-14,15.1,27.1,96.8,46.3
2019-10-15,20.2,27.6,83.3,53.4
2019-10-16,21.6,27.7,81.4,56.5
2019-10-17,21.0,28.8,85.7,53.8
2019-10-18,20.1,30.0,95.7,53.0
2019-10-19,21.8,29.5,89.2,56.5
2019-10-20,19.6,31.5,90.4,44.6
2019-10-21,18.0,27.5,82.4,46.3
2019-10-22,14.4,27.3,89.7,40.5
2019-10-23,15.0,27.2,95.1,44.9
2019-10-24,15.3,27.9,89.2,41.3
2019-10-25,15.3,27.9,86.9,40.2
2019-10-26,15.6,28.5,83.6,38.0
2019-10-27,18.0,30.5,89.7,42.4
2019-10-28,19.5,29.7,84.7,46.0
2019-10-29,20.0,29.0,83.9,48.9
2019-10-30,18.1,27.7,74.7,41.7
2019-10-31,16.4,28.5,88.0,42.2
2019-11-01,17.0,27.2,100.0,56.8
2019-11-02,17.9,28.0,100.0,54.2
2019-11-03,18.9,28.1,99.4,57.1
2019-11-04,19.1,29.6,91.4,48.7
2019-11-05,20.4,33.1,83.9,39.7
2019-11-06,14.9,28.7,54.3,23.4
2019-11-07,15.4,30.8,88.6,34.9
2019-11-08,18.1,33.1,64.6,26.5
2019-11-09,18.7,33.2,39.0,16.5
2019-11-10,15.3,32.0,21.3,7.8
2019-11-11,13.2,31.9,71.9,23.1
2019-11-12,18.3,30.6,93.7,44.9
2019-11-13,21.7,34.1,71.7,34.8
2019-11-14,21.4,31.3,77.3,43.1
2019-11-15,22.1,30.9,85.4,50.8
2019-11-16,22.3,32.4,82.1,45.4
2019-11-17,22.1,31.5,88.0,50.6
2019-11-18,22.0,30.5,75.3,45.6
2019-11-19,19.2,31.9,95.8,45.1
2019-11-20,20.9,32.5,91.9,46.4
2019-11-21,21.6,30.5,71.0,41.9
2019-11-22,18.1,30.8,81.9,38.3
2019-11-23,18.8,30.9,79.3,38.5
2019-11-24,19.0,30.2,79.2,40.5
2019-11-25,18.4,30.6,88.4,42.6
2019-11-26,19.7,31.2,78.0,39.4
2019-11-27,21.2,32.0,81.9,43.3
2019-11-28,22.4,31.4,73.9,43.5
2019-11-29,19.9,31.2,84.4,43.1
2019-11-30,19.8,31.2,85.8,43.6
2019-12-01,20.2,32.3,81.1,39.7
2019-12-02,24.1,34.3,74.6,41.4
2019-12-03,20.7,35.2,45.1,19.3
2019-12-04,19.0,35.5,36.4,13.8
2019-12-05,19.8,36.0,91.4,35.5
2019-12-06,22.8,33.8,82.9,43.7
2019-12-07,23.9,33.6,91.7,52.3
2019-12-08,23.7,34.4,69.0,37.1
2019-12-09,21.3,32.6,82.1,42.3
2019-12-10,21.6,32.4,88.8,47.1
2019-12-11,21.6,32.8,83.0,43.0
2019-12-12,22.7,33.7,85.6,45.1
2019-12-13,23.7,33.1,76.8,44.5
2019-12-14,23.8,33.0,86.5,50.7
2019-12-15,24.8,33.2,76.1,46.8
2019-12-16,24.3,35.8,78.7,40.7
2019-12-17,23.1,31.6,66.9,40.7
2019-12-18,20.3,30.0,71.8,40.3
2019-12-19,19.5,31.1,83.4,41.8
2019-12-20,18.7,32.3,87.2,38.9
2019-12-21,20.0,31.9,85.1,42.1
2019-12-22,19.6,32.8,86.8,39.8
2019-12-23,21.3,32.2,73.9,38.9
2019-12-24,21.6,32.0,83.8,45.4
2019-12-25,23.4,32.4,78.6,46.5
2019-12-26,21.3,30.9,88.9,50.4
2019-12-27,19.4,30.7,89.3,45.5
2019-12-28,19.8,31.0,84.0,43.2
2019-12-29,20.4,31.3,70.5,37.0
2019-12-30,20.4,30.9,78.5,42.1
2019-12-31,20.1,29.8,100.0,57.9
