fecha,evaporación,radiación
2021-08-04,5.2,17.2
2021-08-05,4.3,17.5
2021-08-06,3.2,16.8
2021-08-07,3.8,17.7
2021-08-08,3.3,17.9
2021-08-09,3.4,11.3
2021-08-10,2.9,16.4
2021-08-11,3.1,16.2
2021-08-12,3.7,17.4
2021-08-13,3.7,17.9
2021-08-14,3.1,18.5
2021-08-15,4.0,18.1
2021-08-16,4.5,18.6
2021-08-17,4.4,18.9
2021-08-18,3.3,14.7
2021-08-19,3.7,15.5
2021-08-20,3.7,17.5
2021-08-21,4.1,19.2
2021-08-22,5.0,19.0
2021-08-23,4.0,18.5
2021-08-24,5.3,16.5
2021-08-25,5.2,19.8
2021-08-26,4.1,19.3
2021-08-27,3.9,20.1
2021-08-28,4.1,20.1
2021-08-29,4.7,16.8
2021-08-30,4.5,20.4
2021-08-31,4.1,10.0
2021-09-01,4.1,20.4
2021-09-02,5.7,18.9
2021-09-03,2.7,14.1
2021-09-04,4.3,18.7
2021-09-05,4.4,17.4
2021-09-06,7.2,19.4
2021-09-07,7.4,21.5
2021-09-08,4.4,21.5
2021-09-09,4.9,20.9
2021-09-10,6.4,21.7
2021-09-11,4.6,21.9
2021-09-12,12.3,19.4
2021-09-13,5.4,21.1
2021-09-14,7.6,22.5
2021-09-15,5.8,22.5
2021-09-16,4.7,21.5
2021-09-17,5.2,18.8
2021-09-18,5.5,22.6
2021-09-19,6.0,23.0
2021-09-20,5.7,22.4
2021-09-21,9.0,23.1
2021-09-22,5.9,23.5
2021-09-23,5.6,20.5
2021-09-24,5.9,23.5
2021-09-25,5.9,23.8
2021-09-26,6.0,23.9
2021-09-27,4.5,14.7
2021-09-28,3.6,8.0
2021-09-29,3.4,14.0
2021-09-30,4.9,21.1
2021-10-01,3.7,10.2
2021-10-02,6.7,25.3
2021-10-03,7.1,25.4
2021-10-04,7.9,25.1
2021-10-05,8.9,25.7
2021-10-06,6.9,25.8
2021-10-07,6.1,22.9
2021-10-08,6.4,25.9
2021-10-09,7.2,25.4
2021-10-10,8.4,25.8
2021-10-11,6.4,25.2
2021-10-12,3.8,13.9
2021-10-13,5.2,17.0
2021-10-14,4.8,23.1
2021-10-15,7.7,15.8
2021-10-16,8.9,27.1
2021-10-17,7.1,26.6
2021-10-18,4.2,10.1
2021-10-19,4.6,22.5
2021-10-20,1.8,27.0
2021-10-21,7.1,25.0
2021-10-22,4.5,24.8
2021-10-23,7.5,24.4
2021-10-24,6.1,25.8
2021-10-25,5.3,15.2
2021-10-26,10.4,20.9
2021-10-27,5.2,27.2
2021-10-28,7.5,27.7
2021-10-29,5.6,25.0
2021-10-30,7.4,27.2
2021-10-31,6.9,21.6
2021-11-01,5.4,22.5
2021-11-02,6.3,24.3
2021-11-03,5.6,25.2
2021-11-04,7.0,24.5
2021-11-05,5.3,23.8
2021-11-06,5.2,25.1
2021-11-07,6.6,19.7
2021-11-08,3.7,14.0
2021-11-09,5.2,16.6
2021-11-10,8.2,19.6
2021-11-11,5.3,23.7
2021-11-12,7.0,10.0
2021-11-13,8.2,29.5
2021-11-14,6.5,29.8
2021-11-15,7.5,29.2
2021-11-16,7.6,26.5
2021-11-17,4.8,23.6
2021-11-18,5.7,21.8
2021-11-19,6.9,29.4
2021-11-20,6.3,29.6
2021-11-21,5.3,24.3
2021-11-22,5.7,5.6
2021-11-23,3.7,20.8
2021-11-24,4.7,22.8
2021-11-25,2.0,10.5
2021-11-26,4.8,11.8
2021-11-27,4.3,18.5
2021-11-28,4.0,13.3
2021-11-29,2.8,7.9
2021-11-30,2.5,19.1
2021-12-01,3.7,22.3
2021-12-02,4.9,24.6
2021-12-03,6.9,28.7
2021-12-04,7.7,30.5
2021-12-05,6.4,26.6
2021-12-06,4.9,26.9
2021-12-07,5.5,28.4
2021-12-08,4.9,27.1
2021-12-09,7.1,30.2
2021-12-10,6.1,16.5
2021-12-11,7.2,31.0
2021-12-12,6.6,29.4
2021-12-13,6.3,25.9
2021-12-14,6.8,26.9
2021-12-15,6.8,28.9
2021-12-16,7.2,29.7
2021-12-17,6.9,30.8
2021-12-18,7.4,28.2
2021-12-19,7.3,23.7
2021-12-20,6.4,24.7
2021-12-21,7.0,28.4
2021-12-22,7.5,29.0
2021-12-23,5.9,30.2
2021-12-24,6.3,28.7
2021-12-25,4.9,11.2
2021-12-26,3.8,14.3
2021-12-27,4.7,6.5
2021-12-28,3.5,17.8
2021-12-29,3.9,18.1
2021-12-30,4.3,13.6
2021-12-31,4.1,14.8
