fecha,t_min,t_max,hr_t_min,hr_t_max
2022-11-15,21.2,32.9,92.6,46.6
2022-11-16,21.6,31.7,64.0,35.3
2022-11-17,16.9,27.4,40.5,21.4
2022-11-18,13.7,27.4,83.0,35.6
2022-11-19,15.7,29.4,100.0,45.6
2022-11-20,23.7,31.2,85.7,55.2
2022-11-21,23.2,33.2,98.9,55.2
2022-11-22,21.0,30.1,46.7,27.2
2022-11-23,18.0,28.4,86.3,46.0
2022-11-24,20.0,27.6,64.6,40.9
2022-11-25,18.4,31.7,72.8,32.9
2022-11-26,18.0,32.0,100.0,44.6
2022-11-27,21.0,30.9,91.7,51.0
2022-11-28,23.1,30.5,80.3,52.0
2022-11-29,21.7,25.6,98.3,77.7
2022-11-30,20.9,21.9,100.0,96.7
2022-12-01,17.2,22.9,99.9,70.2
2022-12-02,16.0,26.4,95.8,50.6
2022-12-03,16.0,26.4,90.8,48.0
2022-12-04,16.0,27.8,100.0,50.6
2022-12-05,18.8,29.2,91.3,48.9
2022-12-06,18.0,32.3,100.0,45.7
2022-12-07,20.4,34.8,95.6,41.2
2022-12-08,23.1,32.3,92.4,54.0
2022-12-09,20.2,29.4,94.7,54.7
2022-12-10,20.8,28.6,92.9,58.3
2022-12-11,19.9,29.5,95.2,53.6
2022-12-12,20.2,31.3,100.0,55.4
2022-12-13,24.5,32.3,87.2,55.4
2022-12-14,22.8,31.1,100.0,62.2
2022-12-15,18.7,29.8,54.3,27.9
2022-12-16,18.8,29.8,100.0,52.5
2022-12-17,19.4,28.7,91.0,52.1
2022-12-18,19.3,27.9,76.9,45.8
2022-12-19,17.5,27.2,91.6,50.7
2022-12-20,17.2,27.8,95.3,50.1
2022-12-21,17.1,27.6,78.5,41.4
2022-12-22,17.6,28.3,82.5,43.2
2022-12-23,17.1,28.8,98.5,48.5
2022-12-24,20.5,26.3,99.2,69.9
2022-12-25,20.5,28.2,100.0,63.6
2022-12-26,20.1,29.5,94.4,53.9
2022-12-27,19.7,29.2,87.6,49.6
2022-12-28,17.9,29.7,91.7,45.1
2022-12-29,17.9,30.9,97.1,44.6
2022-12-30,22.6,30.3,93.4,59.3
2022-12-31,21.3,30.1,83.3,49.4
